state,fips,state_abb,year,secondary,adj_primary,adj_secondary_primary,primary,violentcrimerate_ce,propcrimerate_ce,pctblack,pcthisp,medinc,age,dieseltax,gastax,state_abbrev,fatal,fatal_occupant,fatal_non_occupant,vmt_rural,vmt_urban,vmt_total,rate_occupant,rate_non_occupant,speed65,speed70,mlda21,bac8,rearsecondary,mv_registrations,rural_miles,urban_miles,rate,secondary_primary,unemprate,automobiles,buses,trucks,total,motorcycle,urban_den,rural_den,ln_pctblack,ln_pcthisp,ln_medinc,ln_age,ln_gastax,ln_violentcrimerate,ln_propcrimerate,ln_unemprate,ln_ruralvmt,ln_urbanvmt,ln_ruralden,ln_urbanden,adj_occrate,adj_nonoccrate,ln_adjocrat,ln_adjnonocrat
tennessee,47,TN,1987,1,0,0,0,2.4679999,41.321999,15.438231,.66181254,13787,34.841747,15,17,TN,1247,1117,130,20483,21643,42126,26.515692,3.0859802,1,0,1,0,0,4026565,68559,15132,,0,6.691666666666666,2913410,12078,1101077,4026565,82884,192.53304,42.49493,2.7368469,-.41277292,9.5314817,3.5508163,2.8332133,.90340805,3.721395,1.9008629,9.927351,9.9824371,3.7493849,5.2602677,.026515692,.0030859802,-3.6300185,-5.7808862
texas,48,TX,1987,0,1,0,1,2.865,70.913002,11.761593,23.549955,14653,32.095139,15,15,TX,3260,2691,569,52515,98671,151186,17.799267,3.763576,1,0,1,0,0,12298362,215293,78237,,0,8.508333333333335,8175490,59025,4063847,12298362,229704,104.49647,37.973785,2.4648395,3.1591239,9.5924006,3.4687045,2.7080503,1.0525683,4.2614536,2.141046,10.868855,11.499546,3.6368961,4.6491532,.017799268,.003763576,-4.0285978,-5.5823855
utah,49,UT,1987,1,0,0,0,.77800006,53.888,.65878195,4.5779681,12511,28.694256,19,19,UT,297,225,72,4819,7860,12679,17.745878,5.6786814,1,0,1,1,0,1113955,44532,5369,,0,6.266666666666667,723963,1148,388844,1113955,47183,134.84131,16.257141,-.41736269,1.5212553,9.4343634,3.3566968,2.9444389,-.25102869,3.9869077,1.8352445,8.4803219,8.9695415,2.7885323,4.9040985,.017745879,.0056786812,-4.0316019,-5.1710362
vermont,50,VT,1987,0,0,0,0,.41900003,41.347,.30128527,.61572969,15210,34.070572,14,13,VT,119,110,9,3886,1153,5039,21.829727,1.7860687,1,0,1,0,0,442477,13101,970,,0,3.766666666666666,305387,1428,135662,442477,20218,314.83197,23.310205,-1.1996977,-.48494723,9.6297083,3.528434,2.5649493,-.86988431,3.7219999,1.3261905,8.2651358,7.0501227,3.1488912,5.752039,.021829728,.0017860687,-3.8244827,-6.3277383
virginia,51,VA,1987,0,0,0,0,1.392,36.645,18.489166,2.2219608,17542,33.825352,16,17.5,VA,1021,893,128,25093,29741,54834,16.285517,2.3343182,0,0,1,0,0,4627987,51631,14494,,0,4.183333333333333,3484167,15477,1128343,4627987,72509,240.38686,67.482071,2.9171851,.79839003,9.7723532,3.5212107,2.862201,.33074152,3.6012771,1.4311084,10.130344,10.300282,4.2118621,5.4822497,.016285516,.0023343181,-4.1174793,-6.0600352
washington,53,WA,1987,1,0,0,0,1.992,65.776001,2.8917506,3.7407067,16556,34.103973,18,18,WA,780,669,111,14799,23721,38520,17.367601,2.8816199,1,0,1,0,0,3828067,63339,16110,,0,7.300000000000001,2693431,7992,1126644,3828067,139772,167.19,42.524052,1.0618621,1.3192745,9.7145042,3.5294139,2.8903718,.68913913,4.186255,1.9878744,9.6023149,10.074116,3.7500699,5.1191311,.017367601,.0028816198,-4.0531487,-5.8494029
west virginia,54,WV,1987,0,0,0,0,.58599997,20.534,3.159061,.51110405,11728,35.861275,15.35,15.35,WV,471,418,53,9896,3846,13742,30.417698,3.8567894,1,0,1,0,0,1193993,32202,2971,,0,10.975,768557,3710,421726,1193993,27824,258.68631,23.866747,1.1502749,-.6711821,9.3697348,3.579658,2.7311156,-.53443557,3.0220821,2.3956199,9.1998863,8.2547894,3.1724861,5.5556164,.030417698,.0038567893,-3.4927306,-5.5579205
wisconsin,55,WI,1987,0,0,0,0,.89699996,39.195,4.4801092,1.6536176,15445,34.589512,20,20,WI,797,710,87,21223,18973,40196,17.663448,2.1643944,1,0,1,0,0,3096219,94747,14178,,0,5.716666666666666,2352063,12088,732068,3096219,189899,165.89526,24.824671,1.4996474,.50296539,9.6450405,3.5435505,2.9957323,-.10869946,3.6685491,1.7433859,9.962841,9.8507719,3.211838,5.1113567,.017663449,.0021643944,-4.0362577,-6.1356149
wyoming,56,WY,1987,0,0,0,0,.53400004,37.481998,.7503615,5.3634224,14392,31.822163,8,8,WY,129,124,5,4070,1297,5367,23.104155,.93161917,1,0,0,0,0,478085,38211,1864,,0,8.033333333333333,240791,2371,234923,478085,20218,129.17972,6.3016148,-.28720018,1.6796023,9.5744276,3.4601629,2.0794415,-.62735939,3.6238608,2.0835996,8.3113985,7.167809,1.8408059,4.8612046,.023104155,.00093161914,-3.7677429,-6.9785867
alabama,1,AL,1988,0,0,0,0,1.575,40.030998,24.670385,.63306421,13807,34.558994,14,13,AL,1024,897,127,20937,18747,39684,22.603569,3.2002823,1,0,1,0,0,3880981,73574,16844,,0,7.274999999999999,2787788,8443,1084750,3880981,50667,165.50629,37.890942,3.2056036,-.45718342,9.5329313,3.5426679,2.5649493,.45425531,3.6896541,1.9844438,9.9492731,9.838789,3.634712,5.1090093,.02260357,.0032002823,-3.7896473,-5.7445164
alaska,2,AK,1988,0,0,0,0,1.363,43.987999,4.0046601,2.9992423,20420,28.30188,8,8,AK,97,75,22,2110,1847,3957,18.953753,5.5597677,0,0,1,0,0,361883,10429,1760,,0,8.733333333333334,190070,2034,169779,361883,8614,107.99432,18.225142,1.3874587,1.0983597,9.9242697,3.3429282,2.0794415,.30968818,3.783917,2.1671472,7.6544433,7.521318,2.902802,4.6820784,.018953752,.0055597676,-3.9657533,-5.1921988
arizona,4,AZ,1988,0,0,0,0,1.8430001,68.612,2.9906473,17.488895,16044,34.081673,17,17,AZ,944,745,199,13648,20599,34247,21.753731,5.8107281,1,0,1,0,0,2704872,58767,11515,,0,6.408333333333332,1868428,4236,832208,2704872,83750,162.26036,31.793829,1.0954899,2.8615661,9.6830902,3.5287597,2.8332133,.6113947,4.2284675,1.8575993,9.521348,9.9329977,3.4592721,5.0892024,.02175373,.0058107283,-3.82797,-5.1480494
arkansas,5,AR,1988,0,0,0,0,1.25,37.969002,15.524893,.79529399,13022,35.557026,12.5,13.5,AR,610,560,50,12236,6983,19219,29.137833,2.6015921,1,0,1,0,0,1427050,69440,7654,,0,7.7,929244,5258,492548,1427050,16608,121.40633,13.38197,2.7424448,-.22904344,9.4743958,3.5711377,2.6026897,.22314355,3.63677,2.0412204,9.412138,8.8512335,2.5939083,4.7991428,.029137833,.0026015921,-3.5357177,-5.9516315
california,6,CA,1988,1,0,0,0,3.5799999,57.056999,7.5498571,23.613825,19605,33.226242,9,9,CA,5392,4172,1220,51076,190499,241575,17.269999,5.0501914,1,0,1,0,0,21336964,91376,71186,,0,5.274999999999999,15224990,37533,6074441,21336964,664864,213.87619,166.61914,2.0215287,3.1618323,9.8835402,3.50334,2.1972246,1.2753627,4.0440507,1.6629786,10.84107,12.157402,5.1157107,5.3653975,.017269999,.0050501912,-4.0587845,-5.2883291
colorado,8,CO,1988,1,0,0,0,1.4310001,57.056999,3.960463,12.270627,17643,32.943687,20.5,18,CO,497,441,56,10957,16708,27665,15.94072,2.0242183,1,0,1,0,0,2923471,66022,11127,,0,6.416666666666665,1987895,5519,930057,2923471,105945,178.65508,30.109585,1.3763609,2.5072083,9.7780943,3.4947996,2.8903718,.35837358,4.0440507,1.8588988,9.301734,9.7236433,3.4048436,5.1854572,.01594072,.0020242182,-4.1388783,-6.2025719
connecticut,9,CT,1988,0,1,0,1,2.1919999,46.422001,7.9486108,5.7400117,23738,35.91095,20,20,CT,484,396,88,6548,19514,26062,15.194536,3.3765635,0,0,1,0,0,2651927,8988,10810,,0,2.875,2173843,8660,469424,2651927,56440,201.09557,241.8606,2.0729971,1.7474612,10.074832,3.5810423,2.9957323,.78481436,3.8377736,1.0560527,8.7869148,9.8788872,5.4883614,5.3037801,.015194536,.0033765635,-4.1868196,-5.690897
delaware,10,DE,1988,0,0,0,0,1.984,43.473999,16.385839,2.1593187,18925,34.477943,16,16,DE,160,131,29,2904,3500,6404,20.455965,4.52842,0,0,1,0,0,511940,3818,1569,,0,2.983333333333334,382092,1796,128052,511940,8843,243.52582,100.07648,2.7964175,.76979274,9.8482389,3.5403197,2.7725887,.68511498,3.7721632,1.0930413,7.9738445,8.1605186,4.6059346,5.495223,.020455966,.00452842,-3.8894808,-5.3973823
district of columbia,11,DC,1988,1,0,0,0,10.038,79.931,66.483292,4.7359223,22698,35.461941,15.5,15.5,DC,61,35,26,0,3405,3405,10.279001,7.6358294,0,0,1,0,0,264023,0,1102,,0,5.024999999999999,239043,2805,22175,264023,2643,216.91742,0,4.1969504,1.5551765,10.030032,3.56846,2.74084,2.3063779,4.3811636,1.6144254,0,8.1330004,0,5.3795166,.010279002,.0076358295,-4.577652,-4.8749037
florida,12,FL,1988,1,0,0,0,4.6440001,78.198997,12.913188,11.2415,17601,38.228752,9.699999999999999,9.699999999999999,FL,3078,2339,739,29413,76098,105511,22.168304,7.0040092,1,0,1,0,0,10983654,56658,47931,,0,5.191666666666667,8259530,35543,2688581,10983654,199460,172.32126,145.7787,2.558249,2.4196122,9.7757111,3.6435878,2.272126,1.5355761,4.3592567,1.6470548,10.289192,11.239778,4.9820895,5.1493607,.022168305,.0070040091,-3.8090918,-4.9612727
georgia,13,GA,1988,1,0,0,0,3.0170002,56.612,26.463354,1.5296005,15959,32.935307,7.5,7.5,GA,1654,1404,250,29327,32935,62262,22.54987,4.0152903,1,0,1,0,0,5196220,87050,20338,,0,5.616666666666667,3739347,17832,1439041,5196220,77908,183.86011,42.956314,3.2757609,.4250066,9.6777782,3.4945452,2.0149031,1.1042631,4.036221,1.7257384,10.286263,10.402291,3.7601836,5.2141752,.022549869,.0040152902,-3.792026,-5.5176458
hawaii,15,HI,1988,0,1,0,1,1.206,57.319,2.3984528,6.8231692,18964,33.542522,11,11,HI,148,115,33,2330,5089,7419,15.500741,4.4480391,0,0,1,0,0,704711,2676,1405,,0,3.075,544137,4184,156390,704711,18367,387.28613,203.33969,.87482387,1.9203241,9.8502979,3.512814,2.3978953,.18730907,4.0486321,1.1233048,7.7536235,8.5348368,5.314878,5.9591637,.015500741,.004448039,-4.1668673,-5.4152918
idaho,16,ID,1988,1,0,0,0,.417,37.382,.33157974,4.7997351,13966,32.907261,18,18,ID,257,240,17,5602,2525,8127,29.531193,2.0917928,1,0,1,0,0,940178,58267,2396,,0,6.191666666666666,560085,3584,397262,960931,44554,233.75835,9.6123877,-1.103887,1.5685607,9.5443811,3.4936934,2.8903718,-.87466908,3.6211894,1.8232043,8.6308794,7.8339963,2.2630527,5.454288,.029531192,.0020917929,-3.5223081,-6.1697335
illinois,17,IL,1988,1,0,0,0,3.5979998,48.104,14.386864,7.1563935,18669,34.44566,15.5,13,IL,1837,1527,310,24638,53845,78483,19.456442,3.9498999,1,0,1,0,0,7864935,103929,31577,,0,6.741666666666666,6116016,18030,1730889,7864935,243735,193.68579,58.848022,2.6663156,1.9680061,9.8346195,3.5393829,2.5649493,1.2803781,3.8733654,1.9083072,10.112045,10.893865,4.0749583,5.2662373,.019456442,.0039498997,-3.9395771,-5.5340652
indiana,18,IN,1988,1,0,0,0,1.2640001,37.700001,7.5175924,1.6659718,15646,34.478649,16,15,IN,1099,979,120,28512,22612,51124,19.149519,2.3472342,1,0,1,0,0,4169246,73848,17740,,0,5.175000000000001,2940933,20750,1207563,4169246,104532,165.77977,39.824139,2.017246,.51040858,9.6579704,3.5403402,2.7080503,.23428135,3.6296601,1.6438394,10.25808,10.026236,3.6844733,5.1106601,.01914952,.0023472342,-3.9554777,-6.0545177
iowa,19,IA,1988,0,1,0,1,.57300001,38.198002,1.584224,1.0609773,15446,35.955845,20.5,18,IA,557,506,51,14000,7907,21907,23.097639,2.328023,1,0,1,0,0,2567746,103780,8708,,0,4.641666666666667,1740101,8753,819250,2568104,193700,199.82787,16.76721,.46009469,.059190501,9.6451054,3.5822916,2.8903718,-.55686957,3.6427832,1.5350735,9.546813,8.9755039,2.8194251,5.2974563,.02309764,.0023280228,-3.7680249,-6.062736
kansas,20,KS,1988,1,0,0,0,1.206,45.146999,5.5851331,3.4161162,16533,34.843761,13,11,KS,483,448,35,11996,9165,21161,21.171022,1.6539861,1,0,1,0,0,2209913,124068,8897,,0,4.491666666666666,1453278,3764,752871,2209913,78474,163.34473,11.71356,1.7201083,1.2285043,9.7131138,3.550874,2.3978953,.18730907,3.8099239,1.5022238,9.3923283,9.123147,2.4607472,5.0958629,.021171022,.0016539861,-3.8551219,-6.4045672
kentucky,21,KY,1988,0,0,0,0,1.029,28.047001,6.948699,.60297036,13743,34.547043,12,15,KY,838,756,82,18571,13043,31614,23.913456,2.5937877,1,0,1,0,0,2795077,62251,7597,,0,7.449999999999999,1918974,9792,866386,2795152,35366,252.59628,30.826397,1.9385544,-.50588721,9.528285,3.5423219,2.7080503,.0285875,3.3338816,2.008214,9.8293562,9.4760065,3.4283714,5.5317926,.023913456,.0025937876,-3.733314,-5.9546361
louisiana,22,LA,1988,1,0,0,0,2.5910001,50.432999,29.961914,2.1927536,13263,32.516678,16,16,LA,925,776,149,17186,17496,34682,22.37472,4.2961769,1,0,1,0,0,2937549,46155,12267,,0,10.59166666666667,2022327,19605,895617,2937549,38532,164.85913,43.81599,3.3999271,.7851581,9.492734,3.4817531,2.7725887,.95204395,3.9206457,2.3600676,9.7518501,9.7697277,3.7799988,5.1050916,.022374719,.0042961771,-3.7998235,-5.4500299
maine,23,ME,1988,0,0,0,0,.47499999,34.202999,.38514999,.51399988,16013,35.242485,19,16,ME,256,220,36,8338,3063,11401,19.296553,3.1576178,1,0,1,1,0,941273,19553,2413,,0,3.683333333333334,627598,2806,306886,937290,40930,260.09033,32.097275,-.95412242,-.66553223,9.6811562,3.5622523,2.7725887,-.7444405,3.5323133,1.3038181,9.0285788,8.0271502,3.4687712,5.561029,.019296553,.0031576178,-3.9478288,-5.7579374
maryland,24,MD,1988,1,0,0,0,3.4809999,48.979,24.049089,2.3495688,20769,34.180954,18.5,18.5,MD,781,627,154,12765,24733,37498,16.720892,4.1068859,0,0,1,0,0,3468247,16214,12019,,0,4.175000000000001,2717667,10972,739708,3468347,58248,226.11424,167.61237,3.1800971,.85423183,9.9412165,3.5316687,2.9177706,1.2473196,3.8913918,1.4291143,9.4544621,10.115893,5.121654,5.4210405,.016720893,.0041068858,-4.0910964,-5.4950905
massachusetts,25,MA,1988,0,0,0,0,2.118,43.713001,5.0262346,4.1228991,21358,35.656681,11,11,MA,725,572,153,7832,35502,43334,13.199797,3.530715,0,0,1,0,0,3818312,13200,20609,,0,3.308333333333334,3145487,11034,661891,3818412,61631,152.62686,238.29446,1.6146711,1.4165566,9.969182,3.5739365,2.3978953,.75047225,3.7776456,1.1964445,8.9659729,10.477345,5.4735069,5.0279961,.013199797,.0035307149,-4.3275537,-5.646255
michigan,26,MI,1988,1,0,0,0,3.214,53.426998,13.363901,1.9989355,17089,34.076481,15,15,MI,1708,1422,286,30767,47132,77899,18.254406,3.6714206,1,0,1,0,0,7141491,90899,26996,,0,7.566666666666666,5211438,22517,1907536,7141491,212355,193.04482,57.33218,2.5925572,.69261479,9.7461901,3.5286074,2.7080503,1.1675162,3.9783163,2.0237527,10.334198,10.760708,4.048862,5.2629223,.018254407,.0036714205,-4.0033488,-5.6071768
minnesota,27,MN,1988,1,0,0,0,1.286,40.247002,1.9768428,1.0887957,17556,34.233021,20,20,MN,612,526,86,17124,19323,36447,14.431915,2.3595905,1,0,1,0,0,3210357,115694,13950,,0,4.316666666666666,2255783,13978,941496,3211257,123271,161.70488,19.497839,.68150103,.08507219,9.7731514,3.5331907,2.9957323,.25153664,3.6950355,1.4624835,9.7482367,9.869051,2.9703035,5.085773,.014431915,.0023595905,-4.2383132,-6.0492673
mississippi,28,MS,1988,0,0,0,0,1.22,32.675999,34.570007,.66031462,11744,33.306267,17,17,MS,722,632,90,14837,7206,22043,28.671234,4.0829287,1,0,1,0,0,1786859,64912,7257,,0,8.550000000000001,1225472,8340,553047,1786859,24812,168.86757,18.878975,3.5429864,-.41503885,9.3710976,3.5057456,2.8332133,.19885089,3.4866409,2.1459312,9.6048794,8.8826694,2.9380488,5.1291146,.028671235,.0040829289,-3.551861,-5.5009408
missouri,29,MO,1988,1,0,0,0,2.0539999,42.922001,10.387666,1.1242702,16162,35.353157,11,11.03,MO,1103,996,107,21885,23685,45570,21.856485,2.3480361,1,0,1,0,0,3794442,104502,15386,,0,5.7,2688959,11581,1093902,3794442,65869,174.7666,25.731173,2.3406191,.11713412,9.6904182,3.5653877,2.4006188,.71978909,3.7593846,1.7404661,9.993557,10.072598,3.2477033,5.1634512,.021856485,.002348036,-3.8232577,-6.0541759
montana,30,MT,1988,1,0,0,0,.41999999,41.439999,.28066683,1.3921705,13356,34.41452,20,20,MT,198,178,20,6095,2043,8138,21.872696,2.4576063,1,0,1,0,0,722554,69211,2260,,0,6.633333333333333,394359,1939,326256,722554,26126,174.49513,5.6979237,-1.270587,.33086407,9.4997206,3.5384786,2.9957323,-.8675006,3.7242465,1.8921075,8.7152243,7.6221747,1.7401018,5.1618967,.021872696,.0024576064,-3.8225162,-6.0085673
nebraska,31,NE,1988,0,0,0,0,.83699995,38.667999,3.3990405,2.1303711,16371,34.937527,18.3,18.3,NE,261,234,27,8483,4924,13407,17.453569,2.0138733,1,0,1,0,0,1328232,87552,4943,,0,3.441666666666667,876110,4725,447997,1328832,28662,177.24257,10.006739,1.2234932,.75629616,9.7032671,3.5535614,2.9069011,-.17793126,3.6550124,1.2359558,9.0458193,8.5018768,2.3032587,5.1775193,.01745357,.0020138733,-4.0482111,-6.2076955
nevada,32,NV,1988,1,0,0,0,3.7550001,56.724998,6.2715569,9.3486452,18458,34.08662,20,18,NV,286,234,52,3888,5101,8989,26.031816,5.7848482,1,0,1,0,0,808303,41780,3053,,0,5.241666666666666,547383,1753,271167,820303,18438,179.29349,13.101556,1.8360246,2.2352314,9.8232536,3.5289049,2.8903718,1.3230883,4.0382152,1.6566395,8.2656498,8.5371923,2.572731,5.189024,.026031816,.0057848482,-3.6484358,-5.152513
new hampshire,33,NH,1988,0,0,0,0,.48599997,31.861,.59855014,.90986651,19696,34.154476,14,14,NH,166,152,14,5894,3681,9575,15.874674,1.462141,1,0,1,0,0,928114,12309,2402,,0,2.375,655453,1640,235210,892303,37857,272.87802,53.249897,-.51324499,-.09445738,9.8881712,3.5308936,2.6390574,-.72154671,3.4613826,.86499745,8.6816902,8.2109394,3.9749959,5.609025,.015874675,.0014621411,-4.1430302,-6.5278535
new jersey,34,NJ,1988,1,0,0,0,2.842,47.125,13.067823,8.7050714,22120,35.848553,13.5,10.5,NJ,1051,793,258,10836,47835,58671,13.516047,4.3974023,0,0,1,0,0,5737952,11764,22433,,0,3.75,4723259,17427,997266,5737952,89073,210.54959,401.5011,2.570153,2.1639059,10.004237,3.5793033,2.3513753,1.044508,3.8528037,1.3217559,9.2906294,10.775513,5.9952102,5.3497214,.013516047,.0043974025,-4.3038778,-5.4267411
new mexico,35,NM,1988,0,1,0,1,1.53,59.480999,2.0141435,37.174183,13689,32.378155,16,14,NM,487,396,91,9312,5971,15283,25.911142,5.9543285,1,0,1,0,0,1266560,49331,4607,,0,7.591666666666666,779835,3416,483309,1266560,37494,169.27176,15.808214,.700194,3.6156144,9.5243483,3.477484,2.6390574,.42526773,4.0856571,2.0270512,9.1390591,8.6946697,2.7605298,5.1315055,.025911143,.0059543285,-3.6530821,-5.1236367
new york,36,NY,1988,0,1,0,1,5.875,52.119999,16.065989,11.335416,20827,35.495205,10,8,NY,2256,1632,624,30157,73535,103692,15.738919,6.0178218,0,0,1,0,0,9837608,73071,37542,,0,4.233333333333333,8127939,28045,1682324,9838308,218508,216.50256,111.23344,2.7767045,2.427932,9.944006,3.5693977,2.0794415,1.7707061,3.9535487,1.4429897,10.314173,11.205517,4.7116313,5.3776026,.015738919,.0060178218,-4.1516185,-5.11303
north carolina,37,NC,1988,0,1,0,1,1.4450001,43.604,21.481913,1.0829087,15522,34.607361,15.7,15.7,NC,1573,1321,252,31809,26134,57943,22.798267,4.3491015,1,0,1,0,0,5022628,75242,18571,,0,3.700000000000001,3596846,33580,1392202,5022628,58305,193.68079,47.803699,3.0672114,.079650708,9.6500139,3.5440664,2.7536607,.36810935,3.7751489,1.3083328,10.367504,10.170993,3.8671031,5.2662115,.022798268,.0043491013,-3.7810707,-5.4377861
north dakota,38,ND,1988,0,0,0,0,.21100001,26.688999,.51606357,.66664213,12920,34.290306,17,17,ND,104,91,13,4224,1541,5765,15.784909,2.254987,1,0,1,0,0,655084,84533,1778,,0,4.600000000000001,377464,2154,275516,655134,24038,212.29697,4.4652858,-.66152531,-.4055019,9.4665318,3.5348628,2.8332133,-1.5558971,3.2842515,1.5260563,8.3485374,7.3401871,1.4963332,5.357986,.01578491,.0022549869,-4.1487007,-6.0946112
ohio,39,OH,1988,1,0,0,0,2.0939999,41.931999,10.288308,1.2021468,16508,34.818932,14.8,14.8,OH,1748,1532,216,35023,46967,81990,18.685205,2.6344676,1,0,1,0,0,8612018,82112,31228,,0,6.016666666666667,6612973,33614,1965409,8611996,259451,211.76422,80.536011,2.3310082,.18410893,9.7116003,3.5501614,2.6946273,.73907602,3.7360492,1.7945334,10.46376,10.7572,4.3887043,5.3554735,.018685205,.0026344676,-3.9800231,-5.939074
oklahoma,40,OK,1988,1,0,0,0,1.502,51.546001,7.1312375,2.4553022,14405,34.629822,13,16,OK,638,567,71,16204,16184,32388,17.506483,2.1921699,1,0,1,0,0,2554018,99298,12105,,0,6.316666666666666,1596157,12724,945137,2554018,65585,131.85931,16.074413,1.9644848,.89824986,9.5753307,3.5447152,2.7725887,.40679753,3.9424746,1.8431916,9.6930132,9.6917782,2.7772288,4.8817353,.017506484,.0021921699,-4.0451841,-6.1228633
oregon,41,OR,1988,0,0,0,0,2.3860002,65.129997,1.5531943,3.4790058,15969,35.41721,14,14,OR,677,594,83,13838,11366,25204,23.567688,3.293128,1,0,1,1,0,2315691,84900,8695,,0,5.733333333333333,1504354,9905,801432,2315691,73976,173.01369,17.719128,.44031364,1.2467465,9.6784048,3.5671978,2.6390574,.86961842,4.1763854,1.7462971,9.5351734,9.3383818,2.8746448,5.1533709,.023567688,.003293128,-3.7478786,-5.7159176
pennsylvania,42,PA,1988,1,0,0,0,1.6849999,28.143999,9.0244684,1.7392628,17150,36.609669,12,12,PA,1931,1632,299,36728,44510,81238,20.089121,3.6805437,0,0,1,0,0,7766029,88382,27702,,0,5.133333333333334,5838620,30355,1897054,7766029,187510,210.76529,66.061188,2.1999395,.55346137,9.749753,3.6003125,2.4849067,.52176553,3.3373342,1.6357552,10.511294,10.703469,4.1905813,5.3507452,.020089122,.0036805437,-3.9075768,-5.6046948
rhode island,44,RI,1988,0,0,0,0,1.498,48.077,3.9017208,3.8902421,18305,36.180233,15,15,RI,125,101,24,905,4948,5853,17.256107,4.1004615,0,0,1,0,0,670813,1468,4378,,0,2.941666666666667,549017,1536,120260,670813,24006,125.40361,373.98978,1.3614177,1.3584714,9.81493,3.5885129,2.7080503,.40413091,3.8728039,1.0789763,6.8079348,8.5067387,5.9242287,4.8315372,.017256107,.0041004615,-4.0595894,-5.4966559
south carolina,45,SC,1988,0,0,0,0,1.767,46.712002,29.214176,.87646723,14137,33.474415,15,15,SC,1031,900,131,20369,11390,31759,28.338425,4.124815,1,0,1,0,0,2413912,54375,9327,,0,4.633333333333332,1809288,13689,590935,2413912,31653,193.98392,33.274261,3.3746541,-.13185596,9.556551,3.5107815,2.7080503,.56928319,3.8440011,1.5332766,9.9217691,9.3404913,3.5047841,5.2677751,.028338425,.0041248151,-3.5635366,-5.4907341
south dakota,46,SD,1988,0,0,0,0,.42200002,24.673,.43862084,.66723812,13962,34.608196,18,18,SD,147,131,16,5099,1535,6634,19.746759,2.4118178,1,0,1,0,0,692632,71661,1759,,0,4.091666666666667,432209,2003,258420,692632,31490,245.71291,6.0313001,-.82411993,-.40460831,9.544095,3.5440905,2.8903718,-.86274993,3.2057095,1.4089524,8.5367994,7.3362856,1.7969626,5.5041637,.01974676,.0024118179,-3.9247658,-6.0273743
tennessee,47,TN,1988,1,0,0,0,2.277,39.367001,15.525043,.65771979,14857,34.940609,15,17,TN,1266,1133,133,21446,22747,44193,25.637545,3.0095265,1,0,1,0,0,4225490,68546,15092,,0,5.791666666666667,3030831,12814,1181845,4225490,59879,200.82368,44.216015,2.7424545,-.41897628,9.606226,3.5536497,2.8332133,.82285875,3.6729279,1.7564201,9.9732933,10.032188,3.7890871,5.3024273,.025637545,.0030095265,-3.6636975,-5.8059726
texas,48,TX,1988,0,1,0,1,2.947,73.651001,11.766527,23.998148,15494,32.23238,15,15,TX,3392,2837,555,53714,102744,156458,18.132662,3.5472779,1,0,1,0,0,12406213,216477,83967,,0,7.416666666666667,8181728,60075,4164410,12406213,211668,97.439804,37.794907,2.4652588,3.1779766,9.6482077,3.4729714,2.7080503,1.0807877,4.2993379,2.0037298,10.891429,11.539996,3.6321743,4.5792346,.018132662,.003547278,-4.0100403,-5.6415749
